,id,date,text,STANCE,OPINION,POL,cleanText,cleanTextNoPun,hashtags,mentions,NOUN,PROPN,PRON,ADJ,DET,ADP,VERB,ADV,CONJ,INTJ,AUX,SCONJ,finalCleanText,COUNT_NOUN,COUNT_PROPN,COUNT_PRON,COUNT_ADJ,COUNT_DET,COUNT_ADP,COUNT_VERB,COUNT_ADV,COUNT_CONJ,COUNT_INTJ,COUNT_AUX,COUNT_SCONJ,Positive_Score,Negative_Score,Neutral_Score,Compound Score
756,5ce34d34884ce40b80b98d1d,Mon May 20 23:53:29 +0000 2019,"@mesushovan Each EVM has an identification number just like IMEI number which can't be changed and the record of every EVM used at booth is stored in a well documented form.\nWhen the votes are counted, that's how you identify about which EVM belong to wh",0,1,0,"Each EVM has an identification number just like IMEI number which can't be changed and the record of every EVM used at booth is stored in a well documented form.\nWhen the votes are counted, that's how you identify about which EVM belong to wh",Each EVM has an identification number just like IMEI number which can't be changed and the record of every EVM used at booth is stored in a well documented form  nWhen the votes are counted  that's how you identify about which EVM belong to wh,[[]],['@mesushovan'],"['identification', 'number', 'number', 'record', 'form', 'votes']","['EVM', 'EVM', 'booth']","['you', 'EVM', 'wh']",[],"['Each', 'an', 'which', 'the', 'every', 'a', 'the', 'that', 'which']","['of', 'at', 'in', 'nWhen', 'about', 'to']","['IMEI', 'ca', 'changed', 'used', 'stored', 'documented', 'counted', 'identify', 'belong']","['just', 'well', 'how']",[],[],"['has', 'be', 'is', 'are', ""'s""]",['like'],EVM identification number like IMEI number change record EVM booth store document form nwhen vote count identify EVM belong wh,65,23,20,2,68,42,90,23,2,2,32,8,0.149,0.0,0.851,0.6369
757,5ce34e41884ce40b80b98efd,Tue May 21 01:02:51 +0000 2019,"@TheQuint @ReallySwara All larceners comin togthr, what is the use of all this drama if they don't trust @ECISVEEP Did BJP do such drama whn they lost in MP, Raj &amp; Chat? Congress have been wining for 60 years, no drama from BJP. Just accept the defeat",1,1,1,"All larceners comin togthr, what is the use of all this drama if they don't trust Did BJP do such drama whn they lost in MP, Raj &amp; Chat? Congress have been wining for years, no drama from BJP. Just accept the defeat",All larceners comin togthr  what is the use of all this drama if they don't trust Did BJP do such drama whn they lost in MP  Raj &amp; Chat? Congress have been wining for years  no drama from BJP  Just accept the defeat,[[]],"['@TheQuint', '@ReallySwara', '@ECISVEEP']","['larceners', 'use', 'drama', 'drama', 'years', 'drama', 'defeat']","['comin', 'togthr', 'BJP', 'whn', 'MP', 'Raj', 'amp', 'Chat', 'Congress', 'BJP']","['what', 'they', 'they']",['such'],"['All', 'the', 'all', 'this', 'no', 'the']","['of', 'in', 'for', 'from']","['trust', 'lost', 'wining', 'accept']",['Just'],[],[],"['is', 'do', 'Did', 'do', 'have', 'been']",['if'],larcener comin togthr use drama trust BJP drama whn lose MP Raj amp Chat Congress wine year drama BJP accept defeat,66,80,24,8,42,27,37,8,2,2,41,6,0.047,0.18600000000000003,0.7659999999999999,-0.7651
758,5ce34f73884ce40b80b99122,Tue May 21 01:07:57 +0000 2019,#EVMHacking\n\nEVM hacking is part of BJP campaign to win elections.\n\nIt is core secret like demonetization where only 4 knows how they do.\n\nWith help of international hackers and NRIs in software they succeed.\n\nLike all other policy failure of BJP we all pray for hacking failure.,2,0,0,\n\nEVM hacking is part of BJP campaign to win elections.\n\nIt is core secret like demonetization where only knows how they do.\n\nWith help of international hackers and NRIs in software they succeed.\n\nLike all other policy failure of BJP we all pray for hacking failure., n nEVM hacking is part of BJP campaign to win elections  n nIt is core secret like demonetization where only knows how they do  n nWith help of international hackers and NRIs in software they succeed  n nLike all other policy failure of BJP we all pray for hacking failure ,['#EVMHacking'],[[]],"['hacking', 'part', 'campaign', 'elections', 'demonetization', 'help', 'hackers', 'software', 'policy', 'failure', 'failure']","['nEVM', 'BJP', 'nIt', 'nWith', 'NRIs', 'nLike', 'BJP']","['they', 'they', 'we']","['core', 'secret', 'international', 'other']","['n', 'all', 'all']","['of', 'of', 'in', 'of', 'for']","['win', 'knows', 'succeed', 'pray', 'hacking']","['where', 'only', 'how']",[],[],"['is', 'is', 'do']",['like'],nEVM hacking BJP campaign win election nIt core secret like demonetization know nWith help international hacker NRIs software succeed nLike policy failure BJP pray hack failure,125,55,22,44,19,31,46,24,2,2,18,8,0.20199999999999999,0.11800000000000001,0.68,0.5719
759,5ce3508a884ce40b80b9930f,Tue May 21 01:12:36 +0000 2019,"I don't know who will win on May 23, but I can clearly see how opposition is playing a dirty game, BJP lost 3 state elections 6 months ago, they have lost 12 states after 2014, so #EVMHacking only when they are losing, why not accept the mandate given by people?",1,1,1,"I don't know who will win on May , but I can clearly see how opposition is playing a dirty game, BJP lost state elections months ago, they have lost states after , so only when they are losing, why not accept the mandate given by people?",I don't know who will win on May   but I can clearly see how opposition is playing a dirty game  BJP lost state elections months ago  they have lost states after   so only when they are losing  why not accept the mandate given by people?,['#EVMHacking'],[[]],"['opposition', 'game', 'state', 'elections', 'months', 'states', 'mandate', 'people']","['May', 'BJP']","['I', 'who', 'I', 'they', 'they']",['dirty'],"['a', 'the']","['on', 'after', 'by']","['know', 'will', 'win', 'can', 'see', 'playing', 'lost', 'lost', 'losing', 'accept', 'given']","['clearly', 'how', 'ago', 'so', 'only', 'when', 'why']",[],[],"['do', 'is', 'have', 'are']",[],know win    clearly opposition play dirty game BJP lose state election month ago lose state    lose accept mandate give people,85,14,33,9,12,21,93,54,2,2,27,2,0.122,0.237,0.6409999999999999,-0.8306
760,5ce354ad884ce40b80b99b0e,Mon May 20 08:32:22 +0000 2019,"Modi again and again\n#DeshKaGauravModi\nFor taking India out of one of the darkest decades in its history under Congress. It is with Modi govt's laws &amp; reforms like IBC, transparent spectrum auction, etc greater accountability &amp; transparency has been brought.    \nvia NaMo App",1,1,1,"Modi again and again\n\nFor taking India out of one of the darkest decades in its history under Congress. It is with Modi govt's laws &amp; reforms like IBC, transparent spectrum auction, etc greater accountability &amp; transparency has been brought. \nvia NaMo App",Modi again and again n nFor taking India out of one of the darkest decades in its history under Congress  It is with Modi govt's laws &amp; reforms like IBC  transparent spectrum auction  etc greater accountability &amp; transparency has been brought   nvia NaMo App,['#DeshKaGauravModi'],[[]],"['decades', 'history', 'laws', 'reforms', 'spectrum', 'auction', 'accountability', 'transparency']","['Modi', 'nFor', 'India', 'Congress', 'Modi', 'govt', 'amp', 'IBC', 'amp', 'NaMo', 'App']",['It'],"['darkest', 'transparent', 'greater']","['n', 'the', 'its']","['of', 'of', 'in', 'under', 'with', 'nvia']","['taking', 'brought']","['again', 'again']",[],[],"['is', 'has', 'been']","['out', 'like']",Modi nFor take India dark decade history Congress Modi govt law amp reform like IBC transparent spectrum auction etc great accountability amp transparency bring    nvia NaMo App,98,89,6,37,19,43,21,18,2,2,21,15,0.106,0.068,0.826,0.2023
761,5ce354be884ce40b80b99b36,Tue May 21 01:30:32 +0000 2019,"I don't understand the intellectual level of librandus ,they are saying that the EVMs have been hacked but EVMs not  played part in exit polls. The exit polls are based on peoples reaction how can on suppose to hack someone's mind.p pappu's like #EVMHacking #RajivGandhi https://t.co/IKhZQBAgqR",0,1,0,"I don't understand the intellectual level of librandus ,they are saying that the EVMs have been hacked but EVMs not played part in exit polls. The exit polls are based on peoples reaction how can on suppose to hack someone's mind.p pappu's like",I don't understand the intellectual level of librandus  they are saying that the EVMs have been hacked but EVMs not played part in exit polls  The exit polls are based on peoples reaction how can on suppose to hack someone's mind p pappu's like,"['#EVMHacking', '#RajivGandhi']",[[]],"['level', 'librandus', 'EVMs', 'EVMs', 'part', 'exit', 'polls', 'exit', 'polls', 'peoples', 'reaction', 'mind', 'p']",['pappu'],"['I', 'they', 'someone']",['intellectual'],"['the', 'the', 'The']","['of', 'in', 'on', 'on']","['understand', 'saying', 'hacked', 'played', 'based', 'can', 'suppose', 'hack']",['how'],[],[],"['do', 'are', 'have', 'been', 'are']","['that', 'like']",understand intellectual level librandus say evm hack evm play exit poll exit poll base people reaction suppose hack mind pappu like,116,9,24,16,21,24,79,7,2,2,36,16,0.063,0.121,0.815,-0.2512
762,5ce35a67884ce40b80b9a778,Tue May 21 01:54:39 +0000 2019,"The machines are taken to booths on Poll day by your Dad's, Brothers. They conduct the poll (albeit issues like Repoll, Void) and Close it and Seal it. The candidates agents sign on the seal. machined are returned to strong Rooms and sealed by Party representative.  \n#EVMHacking",0,0,0,"The machines are taken to booths on Poll day by your Dad's, Brothers. They conduct the poll (albeit issues like Repoll, Void) and Close it and Seal it. The candidates agents sign on the seal. machined are returned to strong Rooms and sealed by Party representative. \n",The machines are taken to booths on Poll day by your Dad's  Brothers  They conduct the poll (albeit issues like Repoll  Void) and Close it and Seal it  The candidates agents sign on the seal  machined are returned to strong Rooms and sealed by Party representative   n,['#EVMHacking'],[[]],"['machines', 'booths', 'day', 'Brothers', 'poll', 'issues', 'candidates', 'agents', 'seal', 'Rooms', 'representative']","['Poll', 'Dad', 'Repoll', 'Void', 'Party', 'n']","['They', 'it', 'it']",['strong'],"['The', 'your', 'the', 'The', 'the']","['to', 'on', 'by', 'on', 'to', 'by']","['taken', 'conduct', 'Close', 'Seal', 'sign', 'machined', 'returned', 'sealed']",[],[],[],"['are', 'are']","['albeit', 'like']",machine take booth Poll day Dad brother conduct poll albeit issue like Repoll Void close seal candidate agent sign seal machine return strong room seal Party representative   ,118,47,20,10,36,36,79,2,2,2,14,18,0.162,0.0,0.838,0.8176
763,5ce35ddb884ce40b80b9b0b3,Tue May 21 02:09:24 +0000 2019,Candidates are given 247 live footage of EVM String Rooms. Guarded by their agents. They seal and they ensure it on counting table. One Counting agent knows more then all of you retweeting #EVMHacking \nThat's why they cry &amp; cry but when asked to bring issues go hiding from #ECI,0,0,0,Candidates are given live footage of EVM String Rooms. Guarded by their agents. They seal and they ensure it on counting table. One Counting agent knows more then all of you retweeting \nThat's why they cry &amp; cry but when asked to bring issues go hiding from,Candidates are given live footage of EVM String Rooms  Guarded by their agents  They seal and they ensure it on counting table  One Counting agent knows more then all of you retweeting  nThat's why they cry &amp; cry but when asked to bring issues go hiding from,"['#EVMHacking', '#ECI']",[[]],"['Candidates', 'footage', 'Rooms', 'agents', 'table', 'agent', 'issues']","['EVM', 'String', 'Counting', 'nThat', 'amp']","['They', 'they', 'it', 'you', 'they']","['live', 'more']","['their', 'all']","['of', 'by', 'on', 'of', 'from']","['given', 'Guarded', 'seal', 'ensure', 'counting', 'knows', 'retweeting', 'cry', 'cry', 'asked', 'bring', 'go', 'hiding']","['then', 'why', 'when']",[],[],['are'],[],candidate give live footage EVM String room guard agent seal ensure count table Counting agent know retweete nThat cry amp cry ask bring issue hide,72,45,37,16,16,32,121,23,2,2,7,2,0.033,0.126,0.841,-0.6249
764,5ce35ecf884ce40b80b9b385,Tue May 21 02:13:28 +0000 2019,"#EVMHacking EVM has been brought by Congress govt and remain continue ten years in government before Modi government. So Congress  understand better than others about EVM like:it's loop-pole, it's technology and about it's hacking. So Congress should give a demo about EVM hacking",1,1,1,"EVM has been brought by Congress govt and remain continue ten years in government before Modi government. So Congress understand better than others about EVM like:it's loop-pole, it's technology and about it's hacking. So Congress should give a demo about EVM hacking",EVM has been brought by Congress govt and remain continue ten years in government before Modi government  So Congress understand better than others about EVM like it's loop-pole  it's technology and about it's hacking  So Congress should give a demo about EVM hacking,['#EVMHacking'],[[]],"['years', 'government', 'government', 'others', 'loop', 'pole', 'technology', 'demo', 'EVM']","['EVM', 'Congress', 'govt', 'Modi', 'Congress', 'EVM', 'Congress']","['it', 'it', 'it']",[],['a'],"['by', 'in', 'before', 'about', 'about', 'about']","['brought', 'remain', 'continue', 'understand', 'hacking', 'should', 'give', 'hacking']","['So', 'better', 'So']",[],[],"['has', 'been', ""'s"", ""'s"", ""'s""]","['than', 'like']",EVM bring Congress govt remain continue year government Modi government Congress understand better EVM like loop pole technology hack Congress demo evm hack,92,66,18,2,5,49,87,22,2,2,33,16,0.07,0.0,0.93,0.4877
765,5ce35fb5884ce40b80b9b5d1,Tue May 21 02:17:17 +0000 2019,"@TweeTopper @ECISVEEP The current allegation is not #EVM hacked, they are saying that the #EVMs are replaced. They are saying the #EVMs that were used in polling were not used for counting, some other #EVMs which were manipulated was used for counting.\n\",0,0,0,"The current allegation is not hacked, they are saying that the are replaced. They are saying the that were used in polling were not used for counting, some other which were manipulated was used for counting.\n\",The current allegation is not hacked  they are saying that the are replaced  They are saying the that were used in polling were not used for counting  some other which were manipulated was used for counting  n ,"['#EVM', '#EVMs', '#EVMs', '#EVMs']","['@TweeTopper', '@ECISVEEP']","['allegation', 'polling']",[],"['they', 'They']","['current', 'other']","['The', 'the', 'the', 'that', 'some', 'which']","['in', 'for', 'for']","['hacked', 'saying', 'replaced', 'saying', 'used', 'used', 'counting', 'manipulated', 'used', 'counting']",[],[],[],"['is', 'are', 'are', 'are', 'were', 'were', 'were', 'was']",['that'],current allegation hack say replace say polling count manipulate count,25,2,16,20,46,20,105,2,2,2,58,8,0.05,0.057999999999999996,0.892,-0.08800000000000001
766,5ce36075884ce40b80b9b7e4,Tue May 21 02:20:32 +0000 2019,"What is imp here cos of which this is trending? Wasnt this the only expected behaviour from bandhan parties? Someone show Mamata how TMC openly looted the pooling booths, where is Pappu now saying people are with congress and chowkidar Chor hain after exit poll #EVMHacking",0,1,0,"What is imp here cos of which this is trending? Wasnt this the only eected behaviour from bandhan parties? Someone show Mamata how TMC openly looted the pooling booths, where is Pappu now saying people are with congress and chowkidar Chor hain after exit poll",What is imp here cos of which this is trending? Wasnt this the only eected behaviour from bandhan parties? Someone show Mamata how TMC openly looted the pooling booths  where is Pappu now saying people are with congress and chowkidar Chor hain after exit poll,['#EVMHacking'],[[]],"['cos', 'behaviour', 'parties', 'booths', 'people', 'chowkidar', 'exit', 'poll']","['Mamata', 'TMC', 'Pappu', 'congress', 'Chor']","['What', 'Someone']","['imp', 'only', 'bandhan']","['which', 'this', 'this', 'the', 'the']","['of', 'from', 'with', 'after']","['trending', 'eected', 'show', 'looted', 'pooling', 'saying']","['here', 'how', 'openly', 'where', 'now', 'hain']",[],[],"['is', 'is', 'Was', 'is', 'are']",[],imp cos trend not eecte behaviour bandhan party Mamata TMC openly loot pool booth Pappu say people congress chowkidar Chor hain exit poll,80,46,19,26,39,31,61,49,2,2,32,2,0.064,0.0,0.9359999999999999,0.4696
767,5ce36203884ce40b80b9bbbe,Tue May 21 02:20:27 +0000 2019,"The point is to let EC realise that citizens know too!\nTo remind @ECISVEEP of the public gaze on it, Indian &amp; International.\n\nToo many reports of too many vehicles, near strong rooms, loaded with suspicious #EVMs, across states! #EC needs to to tell us whats going on, how &amp; why? https://t.co/G4sCh2Dzug",2,0,0,"The point is to let EC realise that citizens know too!\nTo remind of the public gaze on it, Indian &amp; International.\n\nToo many reports of too many vehicles, near strong rooms, loaded with suspicious , across states! needs to to tell us whats going on, how &amp; why?",The point is to let EC realise that citizens know too! nTo remind of the public gaze on it  Indian &amp; International  n nToo many reports of too many vehicles  near strong rooms  loaded with suspicious   across states! needs to to tell us whats going on  how &amp; why?,"['#EVMs', '#EC']",['@ECISVEEP'],"['point', 'citizens', 'nTo', 'remind', 'gaze', 'reports', 'vehicles', 'rooms', 'states']","['EC', 'Indian', 'amp', 'International', 'nToo', 'amp']","['it', 'us', 'what']","['public', 'many', 'many', 'strong', 'suspicious']","['The', 'the']","['of', 'on', 'of', 'with', 'across', 'on']","['let', 'realise', 'know', 'loaded', 'needs', 'tell', 's', 'going']","['too', 'too', 'how', 'why']",[],[],['is'],"['that', 'near']",point let EC realise citizen know nTo remind public gaze Indian amp International nToo report vehicle near strong room load suspicious    state need tell go amp,88,55,20,50,14,42,67,28,2,2,6,16,0.071,0.046,0.883,0.3365
768,5ce36358884ce40b80b9beda,Tue May 21 02:32:22 +0000 2019,"Me &amp; my wife had VOTED for MODI for his ROBUST work for EXPLOITED i.e. HARD WORKERS called POOR in this COUNTRY &amp; ARMYMEN too. Middle class too are comforted with TAX SOPs besides HEFTY educational scholarships &amp; rich too. From people point of view, MODI scored 100%.  #EVMHacking",1,1,1,"Me &amp; my wife had VOTED for MODI for his ROBUST work for ELOITED i.e. HARD WORKERS called POOR in this COUNTRY &amp; ARMYMEN too. Middle class too are comforted with TAX SOPs besides HEFTY educational scholarships &amp; rich too. From people point of view, MODI scored %.",Me &amp; my wife had VOTED for MODI for his ROBUST work for ELOITED i e  HARD WORKERS called POOR in this COUNTRY &amp; ARMYMEN too  Middle class too are comforted with TAX SOPs besides HEFTY educational scholarships &amp; rich too  From people point of view  MODI scored % ,['#EVMHacking'],[[]],"['wife', 'work', 'e', 'amp', 'ARMYMEN', 'class', 'TAX', 'SOPs', 'scholarships', 'people', 'point', 'view', '%']","['MODI', 'ROBUST', 'ELOITED', 'HARD', 'WORKERS', 'POOR', 'COUNTRY', 'HEFTY', 'amp', 'MODI']","['Me', 'i']","['Middle', 'educational', 'rich']","['my', 'his', 'this']","['for', 'for', 'for', 'in', 'with', 'From', 'of']","['amp', 'VOTED', 'called', 'comforted', 'scored']","['too', 'too', 'too']",[],[],"['had', 'are']",['besides'],amp wife vote MODI ROBUST work ELOITED HARD WORKERS call POOR COUNTRY amp armymen middle class comfort tax sop HEFTY educational scholarship amp rich people point view MODI score,111,91,11,33,21,49,49,21,2,2,14,11,0.153,0.156,0.691,-0.0428
769,5ce36387884ce40b80b9bf48,Tue May 21 02:32:57 +0000 2019,"This country has accepted dynast rule since independence. Democracy never won repeatedly since then. Modi has destroyed the dynast culture which is great threat to Gandhi/Vadra. if the same trend keeps repeating, then I will settle down in Italy claims Rahul Gandhi #EvmHacking https://t.co/NXEt1Rkd1r",1,1,1,"This country has accepted dynast rule since independence. Democracy never won repeatedly since then. Modi has destroyed the dynast culture which is great threat to Gandhi/Vadra. if the same trend keeps repeating, then I will settle down in Italy claims Rahul Gandhi",This country has accepted dynast rule since independence  Democracy never won repeatedly since then  Modi has destroyed the dynast culture which is great threat to Gandhi Vadra  if the same trend keeps repeating  then I will settle down in Italy claims Rahul Gandhi,['#EvmHacking'],[[]],"['country', 'dynast', 'rule', 'independence', 'dynast', 'culture', 'threat', 'trend']","['Democracy', 'Modi', 'Gandhi', 'Vadra', 'Italy', 'Rahul', 'Gandhi']",['I'],"['great', 'same']","['This', 'the', 'which', 'the']","['to', 'down', 'in']","['accepted', 'won', 'destroyed', 'keeps', 'repeating', 'will', 'settle', 'claims']","['never', 'repeatedly', 'then', 'then']",[],[],"['has', 'has', 'is']","['since', 'since', 'if']",country accept dynast rule independence Democracy win repeatedly Modi destroy dynast culture great threat Gandhi Vadra trend keep repeat settle Italy claim Rahul Gandhi,85,68,5,17,31,20,82,39,2,2,20,24,0.113,0.175,0.7120000000000001,-0.5264
770,5ce364b4884ce40b80b9c1b8,Tue May 21 02:37:43 +0000 2019,@sardesairajdeep So you are saying that people saw that 'news' channel more than any other channel and decided to vote for Modi only after seeing a particular Modi view? Seriously?\n\nIt seems #ExitPoll2019 have fused your mind also. Looking dumber than e,1,1,1,So you are saying that people saw that 'news' channel more than any other channel and decided to vote for Modi only after seeing a particular Modi view? Seriously?\n\nIt seems have fused your mind also. Looking dumber than e,So you are saying that people saw that 'news' channel more than any other channel and decided to vote for Modi only after seeing a particular Modi view? Seriously? n nIt seems have fused your mind also  Looking dumber than e,['#ExitPoll2019'],['@sardesairajdeep'],"['people', 'news', 'channel', 'channel', 'view', 'mind', 'e']","['Modi', 'Modi', 'n', 'nIt']",['you'],"['other', 'particular', 'dumber']","['any', 'a', 'your']","['for', 'after']","['saying', 'saw', 'decided', 'vote', 'seeing', 'seems', 'fused', 'Looking']","['So', 'more', 'only', 'Seriously', 'also']",[],[],"['are', 'have']","['that', 'that', 'than', 'than']",say people see news channel channel decide vote Modi see particular Modi view seriously nIt fuse mind look dumb,61,28,7,33,20,16,75,43,2,2,15,32,0.0,0.067,0.9329999999999999,-0.4329
771,5ce3651b884ce40b80b9c26e,Tue May 21 02:39:25 +0000 2019,"Remember BHARAT is INDEPENDENT under BJP only as they have worked for all. Development for all, Appeasement for None is strictly maintained &amp; in fact, MULSIMS have benefited most from MODI schemes being POOR doing MENIAL jobs having low wages. Have they voted for MODI #EVMHacking",1,1,1,"Remember BHARAT is INDEPENDENT under BJP only as they have worked for all. Development for all, Appeasement for None is strictly maintained &amp; in fact, MULSIMS have benefited most from MODI schemes being POOR doing MENIAL jobs having low wages. Have they voted for MODI",Remember BHARAT is INDEPENDENT under BJP only as they have worked for all  Development for all  Appeasement for None is strictly maintained &amp; in fact  MULSIMS have benefited most from MODI schemes being POOR doing MENIAL jobs having low wages  Have they voted for MODI,['#EVMHacking'],[[]],"['Development', 'Appeasement', 'fact', 'MULSIMS', 'schemes', 'jobs', 'wages']","['BHARAT', 'INDEPENDENT', 'BJP', 'None', 'amp', 'MODI', 'POOR', 'MENIAL', 'MODI']","['they', 'they']",['low'],"['all', 'all']","['under', 'for', 'for', 'for', 'in', 'from', 'for']","['Remember', 'worked', 'maintained', 'benefited', 'doing', 'having', 'voted']","['only', 'strictly', 'most']",[],[],"['is', 'have', 'is', 'have', 'being', 'Have']",['as'],remember BHARAT INDEPENDENT BJP work development appeasement strictly maintain amp fact mulsim benefit MODI scheme POOR MENIAL job have low wage vote MODI,77,81,16,7,14,51,77,28,2,2,45,6,0.0,0.11900000000000001,0.8809999999999999,-0.7125
772,5ce365dd884ce40b80b9c470,Tue May 21 02:43:29 +0000 2019,Now the opposition which is frustarted after #ExitPoll2019 are making videos of these EVM and trying to spread lie that the EVM machines are being changed . My dear Piddi leaders and media men if as per u Modi Shah can hack the EVM and win election why they will change it ! #BJP,1,1,1,Now the opposition which is frustarted after are making videos of these EVM and trying to spread lie that the EVM machines are being changed . My dear Piddi leaders and media men if as per u Modi Shah can hack the EVM and win election why they will change it !,Now the opposition which is frustarted after are making videos of these EVM and trying to spread lie that the EVM machines are being changed   My dear Piddi leaders and media men if as per u Modi Shah can hack the EVM and win election why they will change it !,"['#ExitPoll2019', '#BJP']",[[]],"['opposition', 'videos', 'machines', 'leaders', 'media', 'men', 'election']","['EVM', 'EVM', 'Piddi', 'u', 'Modi', 'Shah', 'EVM']","['they', 'it']",['dear'],"['the', 'which', 'these', 'the', 'My', 'the']","['after', 'of', 'per']","['frustarted', 'making', 'trying', 'spread', 'lie', 'changed', 'can', 'hack', 'win', 'will', 'change']","['Now', 'why']",[],[],"['is', 'are', 'are', 'being']","['that', 'if', 'as']",opposition frustarte make video EVM try spread lie EVM machine change    dear Piddi leader medium man Modi Shah hack EVM win election change,75,51,14,8,45,22,102,14,2,2,29,20,0.114,0.0,0.8859999999999999,0.7712
773,5ce36633884ce40b80b9c557,Tue May 21 02:44:39 +0000 2019,"~ Produce extra EVMs and lose them\n~ Program lost EVMs with the same parties but punch votes to your own party\n~ Replace certain % of actual EVMs with some missing ones\n~ No need to hack\n\nIn a country, where even #VivekOberoi is a Star, no #EVMHacking required, to win elections. https://t.co/0Hdcywiawd",2,0,0,"~ Produce extra EVMs and lose them\n~ Program lost EVMs with the same parties but punch votes to your own party\n~ Replace certain % of actual EVMs with some missing ones\n~ No need to hack\n\nIn a country, where even is a Star, no required, to win elections.",~ Produce extra EVMs and lose them n~ Program lost EVMs with the same parties but punch votes to your own party n~ Replace certain % of actual EVMs with some missing ones n~ No need to hack n nIn a country  where even is a Star  no required  to win elections ,"['#VivekOberoi', '#EVMHacking']",[[]],"['EVMs', 'EVMs', 'parties', 'votes', 'party', '%', 'EVMs', 'ones', 'need', 'nIn', 'country', 'elections']","['n~', 'Program', 'Star']","['them', 'n~']","['extra', 'same', 'own', 'certain', 'actual', 'n']","['the', 'your', 'some', 'No', 'a', 'a', 'no']","['with', 'to', 'of', 'with']","['Produce', 'lose', 'lost', 'punch', 'Replace', 'missing', 'hack', 'required', 'win']","['where', 'even']",[],[],['is'],[],produce extra evm lose n~ Program lose evm party punch vote party n~ replace certain actual evm miss one n~ need hack nIn country Star require win election,105,25,14,50,45,28,85,17,2,2,6,2,0.153,0.187,0.66,-0.0516
774,5ce36678884ce40b80b9c609,Tue May 21 02:46:08 +0000 2019,"It's not just #EVMHacking did u know: the VVPAT slip belongs to machine A or B can't be told by the common man. Each EVM has a number, why can't it print out the slip with that number?\nCan EC tell us where are the previous VVPAT slips? \nInk on  the VVPAT dries!!",0,1,0,"It's not just did u know: the VVPAT slip belongs to machine A or B can't be told by the common man. Each EVM has a number, why can't it print out the slip with that number?\nCan EC tell us where are the previous VVPAT slips? \nInk on the VVPAT dries!!",It's not just did u know  the VVPAT slip belongs to machine A or B can't be told by the common man  Each EVM has a number  why can't it print out the slip with that number? nCan EC tell us where are the previous VVPAT slips?  nInk on the VVPAT dries!!,['#EVMHacking'],[[]],"['slip', 'A', 'B', 'man', 'number', 'slip', 'number', 'slips', 'nInk', 'dries']","['VVPAT', 'EVM', 'nCan', 'EC', 'VVPAT', 'VVPAT']","['It', 'u', 'it', 'us']","['common', 'previous']","['the', 'the', 'Each', 'a', 'the', 'that', 'the', 'the']","['by', 'out', 'with', 'on']","['know', 'belongs', 'machine', 'ca', 'told', 'ca', 'print', 'tell']","['just', 'why', 'where']",[],[],"[""'s"", 'did', 'be', 'has', 'are']",[],know VVPAT slip belong machine tell common man EVM number print slip number nCan EC tell previous VVPAT slip nink VVPAT dry,79,48,23,22,56,27,67,24,2,2,33,2,0.042,0.0,0.958,0.3058
775,5ce36678884ce40b80b9c60a,Tue May 21 02:46:09 +0000 2019,"Can EC tell us how many people are contracted to handle the EVM machines ? How many from private sector ? What are their backgrounds ?\nDoes EC have a background of previous people who worked with EVMs , where are they post retirement ? Any political party \n#EVMHacking",0,1,0,"Can EC tell us how many people are contracted to handle the EVM machines ? How many from private sector ? What are their backgrounds ?\nDoes EC have a background of previous people who worked with EVMs , where are they post retirement ? Any political party \n",Can EC tell us how many people are contracted to handle the EVM machines ? How many from private sector ? What are their backgrounds ? nDoes EC have a background of previous people who worked with EVMs   where are they post retirement ? Any political party  n,['#EVMHacking'],[[]],"['people', 'machines', 'sector', 'backgrounds', 'background', 'people', 'EVMs', 'retirement', 'party']","['EC', 'EVM', 'nDoes', 'EC']","['us', 'What', 'who', 'they']","['many', 'many', 'private', 'previous', 'political']","['the', 'their', 'a', 'Any']","['from', 'of', 'with']","['Can', 'tell', 'contracted', 'handle', 'worked', 'post']","['how', 'How', 'where']",[],[],"['are', 'are', 'have', 'are']",[],EC tell people contract handle EVM machine private sector background nDoes EC background previous people work evm    post retirement political party,102,28,29,52,28,22,57,23,2,2,29,2,0.07200000000000001,0.0,0.9279999999999999,0.5661
776,5ce366eb884ce40b80b9c7a4,Tue May 21 02:48:01 +0000 2019,"Not sure what's the truth in this political season. But if it's true, you must appreciate the truth they were telling thay they actually never did #EVMHacking  \n\nWhat they did is #EVM Replacement\n\n\n\nMORAL: If you can't win the game, Change the game...",0,1,0,"Not sure what's the truth in this political season. But if it's true, you must appreciate the truth they were telling thay they actually never did \n\nWhat they did is Replacement\n\n\n\nMORAL: If you can't win the game, Change the game...",Not sure what's the truth in this political season  But if it's true  you must appreciate the truth they were telling thay they actually never did  n nWhat they did is Replacement n n n nMORAL  If you can't win the game  Change the game   ,"['#EVMHacking', '#EVM']",[[]],"['truth', 'season', 'truth', 'thay', 'n', 'nMORAL', 'game', 'game']",['Replacement'],"['what', 'it', 'you', 'they', 'they', 'they', 'you']","['sure', 'political', 'true']","['the', 'this', 'the', 'the', 'the']","['in', 'nWhat']","['must', 'appreciate', 'telling', 'ca', 'win', 'Change']","['actually', 'never']",[],[],"[""'s"", ""'s"", 'were', 'did', 'did', 'is']","['if', 'If']",sure truth political season true appreciate truth tell thay actually nwhat Replacement nmoral win game change game   ,67,15,52,29,36,15,56,21,2,2,40,12,0.222,0.105,0.674,0.74
